# histogram parameters
#\ dx = 10.0
#\ dy = 0.04
#\ nx = 19
#\ ny = 40
#\ xmin = 0.0
#\ ymin = -0.02
# averaged kinematics results
# averaged kinematic varibles used as input to calculate the averaged
# kinematics: Ei, omega, th_e, pf
#
# variables with _mc attached are from histograms not calculated
# alpha is the spectatror (neutron) alpha
#\ xb = th_nq
#\ yb = pm
# current header line:
i_b,i_x,i_y,xb,yb,Ei,kf,th_e,omega,Q2_calc,q_lab,Ep_calc,pf,pm_mc,pm,En_calc,beta_cm,gamma_cm,PfPar_q,PfPerp_q,theta_pq,theta_pq_calc,PfPar_cm,th_pq_cm,th_nq_mc,th_nq_calc,cos_phi,sin_phi,alpha_c,nx,ny,cont,kin,crs0,crs12,ratio,
232,1,11,5.0,0.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
253,1,12,5.0,0.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
274,1,13,5.0,0.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
295,1,14,5.0,0.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
316,1,15,5.0,0.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
337,1,16,5.0,0.6,13999.998,10467.892,15.241,3532.106,10308713.041,4773.31,4296.748,4193.053,586.426,592.846,1110.968,0.883,2.128,4191.506,113.885,1.031,1.556,848.639,7.643,7.4,11.075,-0.992,0.12,0.563,19,40,0.0002808,thrq48,0.000740166346,0.000558004365,0.753890455,
358,1,17,5.0,0.64,14000.0,10422.583,15.52,3577.417,10641190.348,4841.395,4309.899,4206.528,644.437,651.121,1143.128,0.888,2.173,4204.369,134.745,1.405,1.836,821.204,9.318,9.202,11.943,-0.925,-0.076,0.539,19,40,0.0002764,thrq48,0.000381552352,0.000273092126,0.715739608,
379,1,18,5.0,0.68,14000.0,10429.791,15.632,3570.209,10801694.256,4852.637,4285.432,4181.456,680.469,680.964,1160.386,0.891,2.203,4180.093,106.757,1.422,1.463,796.397,7.635,8.77,9.02,-0.898,-0.103,0.519,19,40,0.0001632,thrq48,0.000270668999,0.000193725587,0.71572876,
400,1,19,5.0,0.72,14000.001,10387.748,15.801,3612.253,10990380.38,4902.933,4299.999,4196.384,716.634,726.799,1187.864,0.893,2.226,4193.424,157.586,1.505,2.152,782.988,11.379,8.839,12.522,-0.928,0.093,0.509,19,40,0.000308,thrq48,0.000168167069,0.000105192332,0.625522792,
421,1,20,5.0,0.76,14000.0,10347.706,16.043,3652.294,11283943.925,4962.177,4315.272,4212.033,760.341,766.611,1212.632,0.898,2.269,4209.516,145.582,1.545,1.981,762.147,10.814,8.591,10.947,-0.939,-0.085,0.49,19,40,0.0004919,thrq48,0.000103201834,6.21714862e-05,0.602426171,
442,1,21,5.0,0.8,14000.001,10323.76,16.198,3676.241,11475345.63,4999.009,4314.755,4211.503,798.477,804.75,1237.096,0.9,2.299,4208.756,152.063,1.638,2.069,744.007,11.551,8.673,10.892,-0.914,-0.06,0.476,19,40,0.000439,thrq48,6.68027933e-05,3.80695092e-05,0.569878995,
463,1,22,5.0,0.84,13999.999,10303.466,16.322,3696.533,11627365.34,5029.088,4307.893,4204.472,836.423,845.899,1264.25,0.903,2.322,4200.937,172.371,1.73,2.35,726.625,13.345,8.729,11.758,-0.927,0.002,0.464,19,40,0.0002006,thrq48,4.27545638e-05,2.27447472e-05,0.531984091,
484,1,23,5.0,0.88,14000.003,10287.53,16.457,3712.473,11800122.327,5057.922,4297.069,4193.381,877.983,885.4,1291.014,0.905,2.352,4189.773,173.924,1.899,2.377,706.544,13.829,9.107,11.329,-0.893,0.052,0.45,19,40,9.286e-05,thrq48,2.71451354e-05,1.35007285e-05,0.497353524,
505,1,24,5.0,0.92,13999.999,10274.64,16.573,3725.359,11951471.365,5082.3,4288.562,4184.664,912.811,916.312,1312.407,0.907,2.379,4181.331,166.981,2.059,2.287,689.796,13.608,9.481,10.5,-0.944,0.028,0.438,19,40,2.747e-05,thrq48,1.90117862e-05,9.04925673e-06,0.475981414,
526,1,25,5.0,0.96,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
547,1,26,5.0,1.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
568,1,27,5.0,1.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
589,1,28,5.0,1.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
610,1,29,5.0,1.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
631,1,30,5.0,1.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
652,1,31,5.0,1.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
673,1,32,5.0,1.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
694,1,33,5.0,1.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
715,1,34,5.0,1.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
736,1,35,5.0,1.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
757,1,36,5.0,1.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
778,1,37,5.0,1.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
799,1,38,5.0,1.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
820,1,39,5.0,1.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
841,1,40,5.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
23,2,1,15.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
44,2,2,15.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
65,2,3,15.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
86,2,4,15.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
107,2,5,15.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
128,2,6,15.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
149,2,7,15.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
170,2,8,15.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
191,2,9,15.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
212,2,10,15.0,0.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
233,2,11,15.0,0.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
254,2,12,15.0,0.44,13999.999,10524.157,14.429,3475.842,9294967.271,4623.467,4308.501,4205.095,443.799,452.729,1042.951,0.864,1.986,4201.859,164.954,1.921,2.248,952.166,9.828,18.526,21.368,-0.946,0.054,0.661,19,40,0.002432,thrq48,0.0043729106,0.00361641007,0.827003002,
275,2,13,15.0,0.48,14000.003,10513.619,14.62,3486.383,9531881.445,4656.904,4303.039,4199.499,481.568,488.468,1058.955,0.869,2.017,4196.344,162.744,1.941,2.221,926.283,9.965,17.191,19.461,-0.94,0.046,0.637,19,40,0.006444,thrq48,0.00274765911,0.00224963948,0.81874764,
296,2,14,15.0,0.52,14000.002,10481.721,14.815,3518.281,9756501.247,4704.764,4314.423,4211.163,521.553,531.476,1079.468,0.872,2.045,4207.036,186.372,2.157,2.537,907.475,11.606,17.711,20.528,-0.938,-0.037,0.619,19,40,0.008161,thrq48,0.00165929331,0.00130608329,0.787132263,
317,2,15,15.0,0.56,14000.0,10452.908,15.034,3547.092,10018019.702,4753.934,4324.244,4221.224,560.799,569.058,1098.459,0.877,2.079,4217.012,188.526,2.217,2.56,885.632,12.017,16.948,19.347,-0.919,0.035,0.598,19,40,0.01517,thrq48,0.00104482553,0.000798522786,0.764264226,
338,2,16,15.0,0.6,13999.995,10425.421,15.224,3574.574,10244126.956,4798.094,4331.432,4228.587,599.66,607.309,1118.753,0.88,2.108,4223.951,197.947,2.363,2.683,865.995,12.875,16.92,19.023,-0.925,-0.049,0.58,19,40,0.01582,thrq48,0.000672774564,0.000499429996,0.742343783,
359,2,17,15.0,0.64,14000.002,10387.168,15.427,3612.834,10479140.839,4850.949,4345.914,4243.42,640.273,650.07,1142.53,0.884,2.138,4237.905,216.26,2.527,2.921,848.227,14.303,17.013,19.431,-0.908,-0.023,0.564,19,40,0.01546,thrq48,0.00041311112,0.000293884514,0.711393356,
380,2,18,15.0,0.68,14000.002,10357.367,15.624,3642.635,10715500.004,4897.376,4353.602,4251.294,679.973,688.193,1164.643,0.887,2.17,4245.557,220.775,2.634,2.977,828.477,14.922,16.717,18.712,-0.906,-0.02,0.546,19,40,0.01848,thrq48,0.000265113224,0.000180931282,0.682467937,
401,2,19,15.0,0.72,13999.995,10320.861,15.824,3679.134,10950692.537,4948.406,4366.099,4264.09,720.258,728.076,1188.646,0.891,2.201,4257.845,230.694,2.772,3.101,810.757,15.883,16.658,18.473,-0.905,0.015,0.53,19,40,0.01479,thrq48,0.000166894257,0.000108774271,0.651755631,
422,2,20,15.0,0.76,13999.991,10300.774,15.955,3699.218,11110555.499,4979.434,4361.143,4259.016,759.306,768.274,1213.684,0.893,2.224,4251.862,246.747,2.952,3.321,792.799,17.288,16.804,18.734,-0.893,-0.025,0.517,19,40,0.01256,thrq48,0.000107509833,6.71833841e-05,0.624904573,
443,2,21,15.0,0.8,13999.999,10275.52,16.118,3724.479,11309224.422,5018.064,4361.519,4259.4,798.899,807.014,1238.57,0.896,2.253,4251.858,253.375,3.063,3.41,774.105,18.124,16.571,18.298,-0.885,0.014,0.503,19,40,0.00846,thrq48,6.87490538e-05,3.79122212e-05,0.551458061,
464,2,22,15.0,0.84,13999.998,10264.809,16.231,3735.189,11455050.207,5040.505,4345.811,4243.315,839.931,847.001,1264.988,0.898,2.277,4235.191,262.45,3.239,3.546,753.755,19.198,16.604,18.051,-0.869,0.046,0.489,19,40,0.005875,thrq48,4.40865078e-05,2.31130834e-05,0.524266601,
485,2,23,15.0,0.88,14000.0,10247.144,16.334,3752.856,11580383.227,5065.996,4336.482,4233.76,878.752,886.814,1291.984,0.9,2.295,4224.5,279.863,3.453,3.79,737.521,20.78,16.889,18.396,-0.88,0.015,0.479,19,40,0.003755,thrq48,2.83845748e-05,1.41588607e-05,0.498822361,
506,2,24,15.0,0.92,13999.99,10228.117,16.439,3771.873,11706974.443,5092.543,4328.502,4225.585,917.544,925.703,1318.981,0.902,2.313,4215.246,295.424,3.676,4.009,721.922,22.255,17.188,18.611,-0.886,0.077,0.47,19,40,0.001737,thrq48,1.8272056e-05,8.85340069e-06,0.484532267,
527,2,25,15.0,0.96,13999.993,10214.437,16.526,3785.557,11815291.614,5113.29,4313.861,4210.587,957.744,965.634,1347.306,0.903,2.33,4199.089,310.946,3.92,4.235,705.346,23.79,17.505,18.785,-0.89,0.05,0.461,19,40,0.0006965,thrq48,1.16415849e-05,5.72575755e-06,0.491836607,
548,2,26,15.0,1.0,13999.997,10192.249,16.621,3807.748,11923905.058,5140.316,4307.949,4204.529,996.245,1004.473,1375.409,0.904,2.344,4191.566,329.909,4.192,4.5,692.111,25.486,17.978,19.174,-0.919,0.077,0.454,19,40,0.0002787,thrq48,7.45253692e-06,4.04675757e-06,0.543004036,
569,2,27,15.0,1.04,13999.998,10168.775,16.713,3831.223,12028040.278,5167.815,4304.405,4200.899,1033.58,1041.163,1402.428,0.906,2.357,4186.473,347.835,4.477,4.75,680.331,27.079,18.507,19.517,-0.925,0.094,0.448,19,40,8.415e-05,thrq48,4.84415204e-06,3.15112675e-06,0.650501192,
590,2,28,15.0,1.08,14000.0,10149.129,16.826,3850.871,12166307.368,5195.721,4290.998,4187.16,1080.292,1085.278,1435.483,0.907,2.378,4171.702,359.462,4.748,4.925,662.183,28.495,18.715,19.343,-0.941,0.167,0.438,19,40,1.174e-05,thrq48,2.88627803e-06,2.55359987e-06,0.884738028,
611,2,29,15.0,1.12,14000.0,10118.947,16.844,3881.053,12155861.774,5217.129,4295.885,4192.168,1105.605,1118.52,1460.778,0.906,2.366,4172.949,400.968,5.08,5.489,661.694,31.215,19.618,21.007,-0.973,0.231,0.443,19,40,8.206e-07,thrq48,1.99303645e-06,2.59527951e-06,1.30217361,
632,2,30,15.0,1.16,13999.999,10090.262,17.071,3909.737,12447553.847,5266.269,4291.524,4187.699,1166.75,1161.345,1493.822,0.91,2.415,4170.096,383.569,5.431,5.255,636.762,31.064,19.857,19.286,-0.999,-0.054,0.423,19,40,5.443e-07,thrq48,1.16913861e-06,2.13729709e-06,1.82809556,
653,2,31,15.0,1.2,14000.0,10086.24,17.068,3913.76,12437873.439,5268.339,4272.138,4167.83,1187.847,1191.305,1517.232,0.91,2.412,4148.081,405.256,5.468,5.58,628.134,32.829,19.534,19.888,-0.999,-0.04,0.423,19,40,2.504e-07,thrq48,8.53791107e-07,2.17423622e-06,2.54656696,
674,2,32,15.0,1.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
695,2,33,15.0,1.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
716,2,34,15.0,1.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
737,2,35,15.0,1.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
758,2,36,15.0,1.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
779,2,37,15.0,1.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
800,2,38,15.0,1.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
821,2,39,15.0,1.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
842,2,40,15.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
24,3,1,25.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
45,3,2,25.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
66,3,3,25.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
87,3,4,25.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
108,3,5,25.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
129,3,6,25.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
150,3,7,25.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
171,3,8,25.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
192,3,9,25.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
