# histogram parameters 
# dx = 10.0
# dy = 0.08
# nx = 19
# ny = 15
# xmin = -5.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
108,3,5,20.000,0.360,2196.739,1693.967,37.125,502.772,502.772,1508383.503,1327.088,1366.675,993.704,374.666,375.197,1011.710,982.541,148.526,8.527,8.596,29.264,23.169,23.320,-0.597,-0.793,0.710,4.774E-01
129,3,6,20.000,0.440,2197.667,1689.501,37.873,508.166,508.166,1564082.870,1349.932,1352.992,974.798,423.525,423.954,1030.787,960.349,167.219,9.814,9.878,35.370,23.095,23.230,-0.556,-0.824,0.682,3.523E-01
150,3,7,20.000,0.520,2198.522,1682.541,38.635,515.981,515.981,1619170.791,1373.101,1334.175,948.509,485.111,485.128,1057.418,928.456,194.009,11.775,11.803,44.356,23.524,23.573,-0.507,-0.860,0.652,2.149E-03
88,4,4,30.000,0.280,2197.554,1661.150,36.689,536.404,536.403,1446389.818,1316.859,1422.918,1069.739,308.841,309.079,989.098,1056.654,166.804,8.935,8.971,26.540,32.577,32.662,-0.710,-0.695,0.776,5.599E-01
109,4,5,30.000,0.360,2196.953,1668.939,37.073,528.013,528.013,1482297.048,1327.063,1395.505,1032.996,364.477,365.409,1008.121,1015.269,190.548,10.521,10.630,32.983,31.194,31.431,-0.592,-0.793,0.741,6.090E+00
130,4,6,30.000,0.440,2197.470,1670.031,37.521,527.443,527.439,1518394.510,1340.368,1369.778,997.967,429.352,429.965,1033.274,972.738,222.977,12.814,12.911,41.565,31.048,31.238,-0.481,-0.870,0.708,3.922E+00
151,4,7,30.000,0.520,2198.122,1654.977,38.226,543.144,543.145,1560044.470,1362.002,1356.877,980.184,494.608,494.779,1061.881,943.833,264.462,15.599,15.653,50.560,32.215,32.310,-0.423,-0.903,0.685,2.588E-01
89,5,4,40.000,0.280,2196.834,1631.451,36.764,565.382,565.382,1425674.506,1321.110,1453.618,1110.248,303.050,303.527,987.377,1092.208,199.330,10.286,10.343,28.753,40.930,41.050,-0.741,-0.659,0.807,3.984E+00
110,5,5,40.000,0.360,2196.902,1633.989,37.084,562.912,562.913,1452002.463,1329.990,1432.213,1082.072,359.423,360.390,1006.313,1056.351,234.526,12.427,12.517,35.537,40.413,40.599,-0.619,-0.774,0.780,1.498E+01
131,5,6,40.000,0.440,2197.376,1635.221,37.279,562.159,562.154,1468211.657,1335.750,1404.115,1044.598,430.076,430.874,1033.652,1006.835,278.329,15.365,15.453,44.435,40.099,40.238,-0.488,-0.867,0.750,7.122E+00
