# d2pol dilution factors (fieldON) 
# 
# Header Definitions: 
#        
# pm_bin      : missing momentum bin (GeV/c)
# thrq_bin    : neutron recoil angle bin (deg)# d2          : d(e ep) counts  
# d2_err       : d(e ep) counts absolute error  
# he4          : he4(e ep) counts  
# he4_err       : he4(e ep) counts absolute error  
# n14          : n14(e ep) counts  
# n14_err       : n14(e ep) counts absolute error  
# dilution       : dilution factor defined as N_D / (N_D + N_14 + N_He)
# dilution_err   : absolute error on dilution factor
thrq_bin,pm_bin,d2,d2_err,he4,he4_err,n14,n14_err,dilution,dilution_err
10.0,0.040,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.120,218.2,14.773,0.7,0.864,107.4,10.366,0.669,0.026
10.0,0.200,883.8,29.729,21.4,4.621,879.4,29.655,0.495,0.012
10.0,0.280,293.8,17.140,25.1,5.014,232.2,15.238,0.533,0.021
10.0,0.360,82.2,9.065,15.5,3.942,30.1,5.487,0.643,0.042
10.0,0.440,30.2,5.491,6.8,2.601,10.0,3.157,0.643,0.070
10.0,0.520,13.0,3.603,1.0,1.005,1.5,1.227,0.838,0.094
10.0,0.600,4.9,2.209,0.0,0.015,0.0,0.060,0.999,0.013
10.0,0.680,1.4,1.171,0.0,0.008,0.0,0.024,1.000,0.018
10.0,0.760,0.2,0.441,nan,nan,nan,nan,nan,nan
10.0,0.840,0.0,0.057,nan,nan,nan,nan,nan,nan
10.0,0.920,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.000,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.080,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.160,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.040,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.120,1039.0,32.233,2.8,1.673,396.9,19.923,0.722,0.012
30.0,0.200,2720.8,52.161,65.0,8.065,2783.8,52.762,0.489,0.007
30.0,0.280,808.7,28.437,70.0,8.368,653.8,25.570,0.528,0.013
30.0,0.360,192.3,13.869,33.1,5.755,67.0,8.185,0.658,0.028
30.0,0.440,59.0,7.680,11.8,3.437,17.5,4.188,0.668,0.050
30.0,0.520,21.9,4.684,1.6,1.271,2.3,1.509,0.849,0.070
30.0,0.600,8.1,2.851,0.0,0.063,0.0,0.124,0.998,0.017
30.0,0.680,2.6,1.611,nan,nan,0.0,0.020,nan,nan
30.0,0.760,0.7,0.833,nan,nan,nan,nan,nan,nan
30.0,0.840,0.1,0.358,0.0,0.024,nan,nan,nan,nan
30.0,0.920,0.0,0.107,nan,nan,nan,nan,nan,nan
30.0,1.000,0.0,0.030,nan,nan,nan,nan,nan,nan
30.0,1.080,0.0,0.014,nan,nan,nan,nan,nan,nan
30.0,1.160,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.040,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.120,1021.9,31.968,3.4,1.837,395.4,19.885,0.719,0.012
50.0,0.200,2959.3,54.400,75.2,8.674,3326.5,57.675,0.465,0.006
50.0,0.280,991.7,31.491,89.3,9.449,861.3,29.347,0.511,0.011
50.0,0.360,270.0,16.433,40.3,6.345,77.7,8.812,0.696,0.023
50.0,0.440,109.3,10.453,14.2,3.764,21.3,4.614,0.755,0.036
50.0,0.520,50.7,7.118,2.1,1.433,2.9,1.711,0.911,0.038
50.0,0.600,21.6,4.643,0.0,0.120,0.0,0.169,0.998,0.010
50.0,0.680,8.0,2.828,nan,nan,nan,nan,nan,nan
50.0,0.760,1.8,1.359,nan,nan,nan,nan,nan,nan
50.0,0.840,0.1,0.354,nan,nan,nan,nan,nan,nan
50.0,0.920,0.0,0.106,nan,nan,nan,nan,nan,nan
50.0,1.000,0.0,0.054,nan,nan,nan,nan,nan,nan
50.0,1.080,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.160,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.040,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.120,136.0,11.663,0.6,0.788,53.5,7.311,0.716,0.033
70.0,0.200,1144.4,33.830,29.5,5.430,1615.6,40.194,0.410,0.009
70.0,0.280,580.9,24.102,69.2,8.321,632.8,25.155,0.453,0.014
70.0,0.360,204.4,14.298,31.1,5.580,66.1,8.131,0.678,0.027
70.0,0.440,84.8,9.211,7.3,2.693,11.3,3.354,0.821,0.038
70.0,0.520,28.4,5.329,0.7,0.842,1.1,1.033,0.941,0.043
70.0,0.600,7.4,2.722,nan,nan,0.0,0.033,nan,nan
70.0,0.680,1.0,1.006,nan,nan,nan,nan,nan,nan
70.0,0.760,0.0,0.189,nan,nan,nan,nan,nan,nan
70.0,0.840,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.920,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.000,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.080,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.160,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.040,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.120,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.200,24.0,4.897,0.3,0.554,49.4,7.026,0.326,0.055
90.0,0.280,26.5,5.152,2.4,1.562,37.0,6.082,0.402,0.060
90.0,0.360,4.6,2.136,0.5,0.690,1.1,1.064,0.739,0.177
90.0,0.440,0.0,0.159,nan,nan,nan,nan,nan,nan
90.0,0.520,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.600,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.680,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.760,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.840,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.920,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.000,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.080,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.160,nan,nan,nan,nan,nan,nan,nan,nan
